"Feature","AvgWeight","CancerType"
"B cell_Mammary",-0.000681565669338302,"Ovarian Cancer"
"paneth cell of colon_Large Intestine",-0.000681717773687918,"Ovarian Cancer"
"pigmented ciliary epithelial cell_Eye",-0.00068957464284557,"Ovarian Cancer"
"mucus secreting cell_Trachea",-0.000724655729972387,"Ovarian Cancer"
"endothelial cell of lymphatic vessel_Salivary Gland",-0.000736443126669497,"Ovarian Cancer"
"type I NK T cell_Lymph Node",-0.000737233033929165,"Ovarian Cancer"
"immature natural killer cell_Thymus",-0.000742310109240571,"Ovarian Cancer"
"respiratory goblet cell_Lung",-0.000752632755516804,"Ovarian Cancer"
"mature NK T cell_Pancreas",-0.000759843964601822,"Ovarian Cancer"
"naive B cell_Spleen",-0.00077002757656279,"Ovarian Cancer"
"neutrophil_Prostate",-0.000782463139557555,"Ovarian Cancer"
"club cell_Prostate",-0.000784516622799289,"Ovarian Cancer"
"macrophage_Bladder",-0.000815621651205877,"Ovarian Cancer"
"pericyte_Lung",-0.000819790979392029,"Ovarian Cancer"
"innate lymphoid cell_Spleen",-0.000823404427702911,"Ovarian Cancer"
"CD141 positive myeloid dendritic cell_Lymph Node",-0.000827764514467404,"Ovarian Cancer"
"lung ciliated cell_Lung",-0.000849808627083086,"Ovarian Cancer"
"cardiac muscle cell_Heart",-0.000851282699437082,"Ovarian Cancer"
"large intestine goblet cell_Large Intestine",-0.000853286010305573,"Ovarian Cancer"
"CD8 positive alpha beta cytokine secreting effector T cell_Blood",-0.000860862459327303,"Ovarian Cancer"
"mature NK T cell_Vasculature",-0.000868329473394245,"Ovarian Cancer"
"naive thymus derived CD8 positive alpha beta T cell_Skin",-0.00088081344274962,"Ovarian Cancer"
"mature NK T cell_Lung",-0.000883832660469712,"Ovarian Cancer"
"DN4 thymocyte_Thymus",-0.000890945529843562,"Ovarian Cancer"
"CD8 positive alpha beta T cell_Bone Marrow",-0.000903294831378541,"Ovarian Cancer"
"plasmacytoid dendritic cell_Lymph Node",-0.000921239872064152,"Ovarian Cancer"
"bladder urothelial cell_Bladder",-0.00093233792007138,"Ovarian Cancer"
"intermediate monocyte_Spleen",-0.000940599363740582,"Ovarian Cancer"
"endothelial cell_Eye",-0.000975969346591828,"Ovarian Cancer"
"duodenum glandular cell_Small Intestine",-0.0009837092943567,"Ovarian Cancer"
"pericyte_Tongue",-0.00100682665333402,"Ovarian Cancer"
"mast cell_Large Intestine",-0.00101089689323972,"Ovarian Cancer"
"granulocyte_Bone Marrow",-0.00101449330153432,"Ovarian Cancer"
"Schwann cell_Tongue",-0.00103446270853415,"Ovarian Cancer"
"memory B cell_Bone Marrow",-0.00103769556184522,"Ovarian Cancer"
"goblet cell_Small Intestine",-0.00105022881942871,"Ovarian Cancer"
"naive B cell_Bone Marrow",-0.00106107690323487,"Ovarian Cancer"
"macrophage_Thymus",-0.00106462816648057,"Ovarian Cancer"
"plasma cell_Large Intestine",-0.00107713468360417,"Ovarian Cancer"
"erythrocyte_Muscle",-0.00110132329329034,"Ovarian Cancer"
"regulatory T cell_Spleen",-0.00112004190939962,"Ovarian Cancer"
"classical monocyte_Spleen",-0.00114165284407193,"Ovarian Cancer"
"effector CD8 positive alpha beta T cell_Lung",-0.00116168368427941,"Ovarian Cancer"
"epithelial cell_Prostate",-0.00116273771184556,"Ovarian Cancer"
"mast cell_Small Intestine",-0.00116767128210048,"Ovarian Cancer"
"basal cell_Trachea",-0.00117151855090862,"Ovarian Cancer"
"endothelial cell_Skin",-0.00118575597774085,"Ovarian Cancer"
"serous cell of epithelium of bronchus_Lung",-0.00119149179844226,"Ovarian Cancer"
"macrophage_Heart",-0.00119687075447309,"Ovarian Cancer"
"CD8 positive alpha beta memory T cell_Lymph Node",-0.00119781337404165,"Ovarian Cancer"
"tendon cell_Muscle",-0.00121357454681122,"Ovarian Cancer"
"CD8 positive alpha beta T cell_Spleen",-0.00122448282884274,"Ovarian Cancer"
"pericyte_Uterus",-0.00123855989845361,"Ovarian Cancer"
"CD4 positive alpha beta T cell_Muscle",-0.00124768964924118,"Ovarian Cancer"
"T cell_Muscle",-0.001257406476921,"Ovarian Cancer"
"macrophage_Prostate",-0.00126072076315316,"Ovarian Cancer"
"plasma cell_Skin",-0.00127393931739629,"Ovarian Cancer"
"hepatocyte_Liver",-0.0013056913501997,"Ovarian Cancer"
"endothelial cell_Prostate",-0.00131956393448808,"Ovarian Cancer"
"macrophage_Blood",-0.00132830579079637,"Ovarian Cancer"
"enterocyte_Small Intestine",-0.0013512583342178,"Ovarian Cancer"
"mast cell_Trachea",-0.00135893623291221,"Ovarian Cancer"
"CD4 positive alpha beta T cell_Lung",-0.00138702117081746,"Ovarian Cancer"
"basal cell_Lung",-0.00139876804544693,"Ovarian Cancer"
"fibroblast_Large Intestine",-0.00139893439380506,"Ovarian Cancer"
"intestinal tuft cell_Large Intestine",-0.00144546380178103,"Ovarian Cancer"
"endothelial cell of lymphatic vessel_Thymus",-0.00146150095883735,"Ovarian Cancer"
"basophil_Lung",-0.00147555534475689,"Ovarian Cancer"
"pancreatic D cell_Pancreas",-0.00149871167892489,"Ovarian Cancer"
"monocyte_Blood",-0.00150855876840186,"Ovarian Cancer"
"mast cell_Pancreas",-0.00152897814545803,"Ovarian Cancer"
"enterocyte of epithelium of small intestine_Small Intestine",-0.00153638346058664,"Ovarian Cancer"
"memory B cell_Spleen",-0.00157826829694179,"Ovarian Cancer"
"mature NK T cell_Fat",-0.00159906090568559,"Ovarian Cancer"
"macrophage_Kidney",-0.00160874464082258,"Ovarian Cancer"
"classical monocyte_Blood",-0.00162086375891332,"Ovarian Cancer"
"paneth cell of epithelium of small intestine_Small Intestine",-0.00163545377027285,"Ovarian Cancer"
"macrophage_Uterus",-0.00164405631502225,"Ovarian Cancer"
"kidney epithelial cell_Kidney",-0.00165339369032793,"Ovarian Cancer"
"macrophage_Vasculature",-0.0016727293404077,"Ovarian Cancer"
"stem cell_Eye",-0.00167559459686589,"Ovarian Cancer"
"endothelial cell of artery_Mammary",-0.00168676096170017,"Ovarian Cancer"
"mesothelial cell_Lung",-0.00169044744785498,"Ovarian Cancer"
"monocyte_Thymus",-0.00170317578636964,"Ovarian Cancer"
"retina horizontal cell_Eye",-0.00170817210593472,"Ovarian Cancer"
"microglial cell_Eye",-0.00172066194555752,"Ovarian Cancer"
"T cell_Pancreas",-0.00173502398694316,"Ovarian Cancer"
"mast cell_Skin",-0.00186869295395897,"Ovarian Cancer"
"hematopoietic stem cell_Lymph Node",-0.00186940484911003,"Ovarian Cancer"
"fibroblast_Fat",-0.00188125376966465,"Ovarian Cancer"
"plasma cell_Small Intestine",-0.00188731759679927,"Ovarian Cancer"
"CD8 positive alpha beta T cell_Lung",-0.001939166286763,"Ovarian Cancer"
"vascular associated smooth muscle cell_Lung",-0.0019668687828604,"Ovarian Cancer"
"endothelial cell of lymphatic vessel_Vasculature",-0.00198983036624686,"Ovarian Cancer"
"smooth muscle cell_Vasculature",-0.00199283268164062,"Ovarian Cancer"
"endothelial cell of hepatic sinusoid_Liver",-0.00200285562430033,"Ovarian Cancer"
"non classical monocyte_Lung",-0.002011841231026,"Ovarian Cancer"
"common myeloid progenitor_Bone Marrow",-0.0020212194180234,"Ovarian Cancer"
"club cell_Lung",-0.00202320475873696,"Ovarian Cancer"
"mast cell_Mammary",-0.00204618259640786,"Ovarian Cancer"
"capillary endothelial cell_Lung",-0.00205091060427059,"Ovarian Cancer"
"B cell_Bladder",-0.00207725763103265,"Ovarian Cancer"
"memory B cell_Thymus",-0.00212008718657043,"Ovarian Cancer"
"plasma cell_Fat",-0.00217129268014496,"Ovarian Cancer"
"B cell_Thymus",-0.00221340051654026,"Ovarian Cancer"
"B cell_Trachea",-0.0022729175626096,"Ovarian Cancer"
"plasma cell_Vasculature",-0.00229071740725191,"Ovarian Cancer"
"myeloid cell_Prostate",-0.0023309558451904,"Ovarian Cancer"
"B cell_Kidney",-0.00233603013556603,"Ovarian Cancer"
"smooth muscle cell_Lung",-0.00236881027668582,"Ovarian Cancer"
"CD4 positive alpha beta memory T cell_Lymph Node",-0.00242151178305405,"Ovarian Cancer"
"type I pneumocyte_Lung",-0.00242481406307149,"Ovarian Cancer"
"ionocyte_Trachea",-0.0024297571616455,"Ovarian Cancer"
"small intestine goblet cell_Small Intestine",-0.00245399680011373,"Ovarian Cancer"
"myeloid cell_Pancreas",-0.00248181685754557,"Ovarian Cancer"
"erythrocyte_Lymph Node",-0.00249047558146696,"Ovarian Cancer"
"neutrophil_Spleen",-0.00249387188416864,"Ovarian Cancer"
"fibroblast of cardiac tissue_Heart",-0.00254477110647496,"Ovarian Cancer"
"bronchial smooth muscle cell_Lung",-0.00255211703480955,"Ovarian Cancer"
"fibroblast_Liver",-0.00256564625597489,"Ovarian Cancer"
"neutrophil_Liver",-0.00256613394699424,"Ovarian Cancer"
"mast cell_Fat",-0.00258968267515567,"Ovarian Cancer"
"macrophage_Liver",-0.00259347764140155,"Ovarian Cancer"
"tracheal goblet cell_Trachea",-0.00261538087353307,"Ovarian Cancer"
"platelet_Blood",-0.002639127283385,"Ovarian Cancer"
"goblet cell_Trachea",-0.00280024489256431,"Ovarian Cancer"
"B cell_Lung",-0.00281648447655039,"Ovarian Cancer"
"macrophage_Muscle",-0.00286093868783172,"Ovarian Cancer"
"unknown_Heart",-0.00299126067068858,"Ovarian Cancer"
"CD4 positive helper T cell_Kidney",-0.00299258175186145,"Ovarian Cancer"
"luminal cell of prostate epithelium_Prostate",-0.00301036839606427,"Ovarian Cancer"
"Mueller cell_Eye",-0.00306226211951752,"Ovarian Cancer"
"endothelial cell_Liver",-0.00312833903388396,"Ovarian Cancer"
"pulmonary ionocyte_Lung",-0.00318006853797941,"Ovarian Cancer"
"ciliated epithelial cell_Uterus",-0.00318670624531598,"Ovarian Cancer"
"plasma cell_Pancreas",-0.00319760792037291,"Ovarian Cancer"
"pancreatic PP cell_Pancreas",-0.00331325861205345,"Ovarian Cancer"
"common myeloid progenitor_Blood",-0.0033195327755594,"Ovarian Cancer"
"mature NK T cell_Liver",-0.00350940134335634,"Ovarian Cancer"
"CD141 positive myeloid dendritic cell_Spleen",-0.00352099164349645,"Ovarian Cancer"
"granulocyte_Blood",-0.00353150353767345,"Ovarian Cancer"
"endothelial cell_Spleen",-0.00354371127887805,"Ovarian Cancer"
"basophil_Blood",-0.00355778056779836,"Ovarian Cancer"
"T cell_Liver",-0.00362132077048786,"Ovarian Cancer"
"dendritic cell_Lung",-0.00362363230892436,"Ovarian Cancer"
"CD1c positive myeloid dendritic cell_Lymph Node",-0.00426360833280851,"Ovarian Cancer"
"pancreatic A cell_Pancreas",-0.00426748629425474,"Ovarian Cancer"
"CD141 positive myeloid dendritic cell_Blood",-0.00468831213984337,"Ovarian Cancer"
"memory B cell_Skin",-0.00597174517568438,"Ovarian Cancer"
"macrophage_Eye",0.00625985367378729,"Bile Duct Cancer"
"transit amplifying cell of small intestine_Small Intestine",0.00521769782571783,"Bile Duct Cancer"
"adipocyte_Eye",0.00495825824780848,"Bile Duct Cancer"
"innate lymphoid cell_Thymus",0.00489022710103161,"Bile Duct Cancer"
"microglial cell_Eye",0.00484587501452683,"Bile Duct Cancer"
"plasma cell_Blood",0.00476716274024697,"Bile Duct Cancer"
"fibroblast_Tongue",0.00447007681105029,"Bile Duct Cancer"
"Schwann cell_Tongue",0.00439087261023743,"Bile Duct Cancer"
"naive B cell_Skin",0.00430165530106799,"Bile Duct Cancer"
"leukocyte_Fat",0.00428696418852616,"Bile Duct Cancer"
"plasma cell_Thymus",0.00424289183821689,"Bile Duct Cancer"
"CD4 positive alpha beta T cell_Trachea",0.00392885605539893,"Bile Duct Cancer"
"macrophage_Fat",0.00385615167117781,"Bile Duct Cancer"
"T cell_Bladder",0.00384999681353952,"Bile Duct Cancer"
"mesothelial cell_Muscle",0.00373623264824572,"Bile Duct Cancer"
"mature NK T cell_Pancreas",0.00354904129002352,"Bile Duct Cancer"
"mature NK T cell_Muscle",0.00350131495932368,"Bile Duct Cancer"
"T cell_Liver",0.0034246196343069,"Bile Duct Cancer"
"epithelial cell_Uterus",0.0033782253706829,"Bile Duct Cancer"
"neutrophil_Large Intestine",0.0033672574577125,"Bile Duct Cancer"
"monocyte_Small Intestine",0.00322923630297844,"Bile Duct Cancer"
"mature NK T cell_Liver",0.00315124680076046,"Bile Duct Cancer"
"macrophage_Prostate",0.00313074307480668,"Bile Duct Cancer"
"myeloid cell_Prostate",0.00306458442328172,"Bile Duct Cancer"
"non classical monocyte_Blood",0.00305673203558168,"Bile Duct Cancer"
"mast cell_Bladder",0.00305398907821699,"Bile Duct Cancer"
"endothelial cell_Vasculature",0.00297638309479306,"Bile Duct Cancer"
"epithelial cell_Prostate",0.00289899095262985,"Bile Duct Cancer"
"intestinal crypt stem cell of small intestine_Small Intestine",0.0028849355517853,"Bile Duct Cancer"
"macrophage_Vasculature",0.00268502791887275,"Bile Duct Cancer"
"macrophage_Bladder",0.00266938485096516,"Bile Duct Cancer"
"CD4 positive alpha beta T cell_Large Intestine",0.00266687721536089,"Bile Duct Cancer"
"Langerhans cell_Skin",0.00259210587606964,"Bile Duct Cancer"
"plasma cell_Large Intestine",0.00257211943925507,"Bile Duct Cancer"
"vein endothelial cell_Thymus",0.00255232820459458,"Bile Duct Cancer"
"epithelial cell of uterus_Uterus",0.00251211682558927,"Bile Duct Cancer"
"CD4 positive alpha beta memory T cell_Blood",0.00247151974720469,"Bile Duct Cancer"
"hepatocyte_Liver",0.00247082915322789,"Bile Duct Cancer"
"mast cell_Eye",0.00242993766030157,"Bile Duct Cancer"
"fibroblast_Lung",0.00239353924415706,"Bile Duct Cancer"
"CD4 positive helper T cell_Kidney",0.00235116856552738,"Bile Duct Cancer"
"fibroblast_Pancreas",0.00230018593256647,"Bile Duct Cancer"
"radial glial cell_Eye",0.00229786293363254,"Bile Duct Cancer"
"fibroblast_Thymus",0.00229743922766402,"Bile Duct Cancer"
"macrophage_Lung",0.00225999185339424,"Bile Duct Cancer"
"endothelial cell_Skin",0.00225565819340547,"Bile Duct Cancer"
"erythrocyte_Liver",0.0022281883847575,"Bile Duct Cancer"
"macrophage_Uterus",0.00222307910651028,"Bile Duct Cancer"
"CD141 positive myeloid dendritic cell_Lymph Node",0.00220945563508887,"Bile Duct Cancer"
"ciliated epithelial cell_Uterus",0.0021511466755092,"Bile Duct Cancer"
"granulocyte_Blood",0.00213865531873795,"Bile Duct Cancer"
"fibroblast_Salivary Gland",0.00213469845010463,"Bile Duct Cancer"
"effector CD8 positive alpha beta T cell_Lung",0.00207523984141936,"Bile Duct Cancer"
"monocyte_Large Intestine",0.00207035517434847,"Bile Duct Cancer"
"fibroblast_Vasculature",0.00196720978294796,"Bile Duct Cancer"
"salivary gland cell_Salivary Gland",0.00194766653516777,"Bile Duct Cancer"
"enterocyte of epithelium of large intestine_Large Intestine",0.00193715776568391,"Bile Duct Cancer"
"platelet_Spleen",0.00192494620940521,"Bile Duct Cancer"
"tracheal goblet cell_Trachea",0.00186908583261577,"Bile Duct Cancer"
"B cell_Pancreas",0.00184797778781916,"Bile Duct Cancer"
"classical monocyte_Blood",0.00184041648237055,"Bile Duct Cancer"
"dendritic cell_Thymus",0.00183701634006876,"Bile Duct Cancer"
"enterocyte of epithelium of small intestine_Small Intestine",0.00181963714035853,"Bile Duct Cancer"
"CD4 positive alpha beta T cell_Small Intestine",0.00181131143652811,"Bile Duct Cancer"
"blood vessel endothelial cell_Lung",0.00178077772290252,"Bile Duct Cancer"
"leukocyte_Uterus",0.00177833475485668,"Bile Duct Cancer"
"smooth muscle cell_Muscle",0.00177783618848295,"Bile Duct Cancer"
"capillary endothelial cell_Tongue",0.00176024526533813,"Bile Duct Cancer"
"DN1 thymic pro T cell_Thymus",0.00175160264740144,"Bile Duct Cancer"
"macrophage_Trachea",0.00174420151250847,"Bile Duct Cancer"
"large intestine goblet cell_Large Intestine",0.00174312321176628,"Bile Duct Cancer"
"CD4 positive helper T cell_Salivary Gland",0.00173709543224023,"Bile Duct Cancer"
"mature conventional dendritic cell_Lymph Node",0.00171627460114237,"Bile Duct Cancer"
"retinal pigment epithelial cell_Eye",0.00171384678435124,"Bile Duct Cancer"
"macrophage_Salivary Gland",0.00170453125341153,"Bile Duct Cancer"
"monocyte_Thymus",0.00166823233914613,"Bile Duct Cancer"
"memory B cell_Salivary Gland",0.00166652480518063,"Bile Duct Cancer"
"non classical monocyte_Lymph Node",0.00166608835067697,"Bile Duct Cancer"
"endothelial cell of lymphatic vessel_Tongue",0.00165330116440796,"Bile Duct Cancer"
"plasma cell_Lymph Node",0.00164365032578655,"Bile Duct Cancer"
"club cell_Lung",0.00162742994820625,"Bile Duct Cancer"
"CD8 positive alpha beta memory T cell_Spleen",0.00162054692628344,"Bile Duct Cancer"
"gut endothelial cell_Large Intestine",0.00160803711595637,"Bile Duct Cancer"
"cell of skeletal muscle_Skin",0.00156979987238326,"Bile Duct Cancer"
"mast cell_Prostate",0.00155233751598318,"Bile Duct Cancer"
"CD4 positive alpha beta T cell_Eye",0.00153089484112636,"Bile Duct Cancer"
"mast cell_Thymus",0.0015251469631896,"Bile Duct Cancer"
"mast cell_Lymph Node",0.0015227037431859,"Bile Duct Cancer"
"T cell_Vasculature",0.00150257535359891,"Bile Duct Cancer"
"effector CD4 positive alpha beta T cell_Lymph Node",0.00150009399886457,"Bile Duct Cancer"
"intestinal crypt stem cell of large intestine_Large Intestine",0.00146477537584679,"Bile Duct Cancer"
"CD4 positive alpha beta T cell_Blood",0.00144880194500727,"Bile Duct Cancer"
"effector CD8 positive alpha beta T cell_Lymph Node",0.00144730948963217,"Bile Duct Cancer"
"pericyte_Lung",0.00144677220942172,"Bile Duct Cancer"
"innate lymphoid cell_Spleen",0.00142157229503394,"Bile Duct Cancer"
"fibroblast_Liver",0.00140248165456023,"Bile Duct Cancer"
"CD8 positive alpha beta T cell_Eye",0.00139876725893045,"Bile Duct Cancer"
"mature NK T cell_Spleen",0.00139362988305402,"Bile Duct Cancer"
"neutrophil_Fat",0.00136200859468347,"Bile Duct Cancer"
"bladder urothelial cell_Bladder",0.00135470392584755,"Bile Duct Cancer"
"capillary endothelial cell_Muscle",0.00135399859863167,"Bile Duct Cancer"
"monocyte_Salivary Gland",0.00135377708312063,"Bile Duct Cancer"
"CD1c positive myeloid dendritic cell_Lymph Node",0.00133828669475592,"Bile Duct Cancer"
"CD8 positive alpha beta T cell_Thymus",0.00132291936975081,"Bile Duct Cancer"
"mature NK T cell_Mammary",0.00131084404010968,"Bile Duct Cancer"
"CD4 positive alpha beta T cell_Muscle",0.00126125517335719,"Bile Duct Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Spleen",0.00126011676114579,"Bile Duct Cancer"
"endothelial cell of vascular tree_Muscle",0.00122386462537449,"Bile Duct Cancer"
"B cell_Trachea",0.0012181044187653,"Bile Duct Cancer"
"epithelial cell_Tongue",0.00121075036903345,"Bile Duct Cancer"
"innate lymphoid cell_Lymph Node",0.00119664399759123,"Bile Duct Cancer"
"intestinal crypt stem cell_Large Intestine",0.00118662694325664,"Bile Duct Cancer"
"erythrocyte_Muscle",0.00117831293235277,"Bile Duct Cancer"
"CD8 positive alpha beta T cell_Small Intestine",0.00117745301537509,"Bile Duct Cancer"
"basophil_Blood",0.00117185222387576,"Bile Duct Cancer"
"mature NK T cell_Vasculature",0.00115942763616791,"Bile Duct Cancer"
"type I pneumocyte_Lung",0.00112299197848189,"Bile Duct Cancer"
"gut endothelial cell_Small Intestine",0.0011194193656804,"Bile Duct Cancer"
"adventitial cell_Lung",0.00111857570544386,"Bile Duct Cancer"
"smooth muscle cell_Prostate",0.00110202352710604,"Bile Duct Cancer"
"CD4 positive helper T cell_Skin",0.00110074617803132,"Bile Duct Cancer"
"erythroid progenitor cell_Prostate",0.0010854028959737,"Bile Duct Cancer"
"myofibroblast cell_Bladder",0.00108159484361283,"Bile Duct Cancer"
"CD8 positive alpha beta T cell_Trachea",0.00107869977455555,"Bile Duct Cancer"
"DN3 thymocyte_Thymus",0.00107053067023617,"Bile Duct Cancer"
"basal cell_Lung",0.00104515180540265,"Bile Duct Cancer"
"vein endothelial cell_Mammary",0.00103232874175265,"Bile Duct Cancer"
"endothelial cell_Uterus",0.00103120238889176,"Bile Duct Cancer"
"respiratory goblet cell_Lung",0.00103062716872707,"Bile Duct Cancer"
"connective tissue cell_Trachea",0.0010244797281348,"Bile Duct Cancer"
"macrophage_Skin",0.000990529892908851,"Bile Duct Cancer"
"B cell_Lymph Node",0.000973854387364787,"Bile Duct Cancer"
"goblet cell_Large Intestine",0.000969302147788287,"Bile Duct Cancer"
"club cell_Prostate",0.000964382465172032,"Bile Duct Cancer"
"B cell_Uterus",0.000947961102211178,"Bile Duct Cancer"
"erythroid progenitor cell_Bone Marrow",0.000938079919841967,"Bile Duct Cancer"
"mesenchymal stem cell_Muscle",0.000935193168520565,"Bile Duct Cancer"
"fibroblast_Bladder",0.000925454204833706,"Bile Duct Cancer"
"adventitial cell_Salivary Gland",0.000912827633010237,"Bile Duct Cancer"
"macrophage_Lymph Node",0.000912278052872739,"Bile Duct Cancer"
"basal cell_Tongue",0.000910294308470554,"Bile Duct Cancer"
"monocyte_Eye",0.000906438027734637,"Bile Duct Cancer"
"pancreatic stellate cell_Pancreas",0.000870888285737829,"Bile Duct Cancer"
"memory B cell_Lymph Node",0.000832811785170119,"Bile Duct Cancer"
"stromal cell_Lymph Node",0.000824602289793718,"Bile Duct Cancer"
"serous cell of epithelium of trachea_Trachea",0.00082030854998498,"Bile Duct Cancer"
"secretory cell_Trachea",0.000815064531636071,"Bile Duct Cancer"
"naive B cell_Lymph Node",0.000814482852857314,"Bile Duct Cancer"
"erythrocyte_Lymph Node",0.000778928341635502,"Bile Duct Cancer"
"tendon cell_Muscle",0.000777874770412812,"Bile Duct Cancer"
"capillary endothelial cell_Lung",0.000770079219987135,"Bile Duct Cancer"
"mesenchymal stem cell_Fat",0.000767309179692869,"Bile Duct Cancer"
"pancreatic ductal cell_Pancreas",0.000766003657098977,"Bile Duct Cancer"
"ionocyte_Salivary Gland",0.000748302685008426,"Bile Duct Cancer"
"mature NK T cell_Bladder",0.000730507305719587,"Bile Duct Cancer"
"smooth muscle cell_Lung",0.000710922663137629,"Bile Duct Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Blood",0.000709468105714063,"Bile Duct Cancer"
"intrahepatic cholangiocyte_Liver",0.000704128866161503,"Bile Duct Cancer"
"pericyte_Tongue",0.000690924434134533,"Bile Duct Cancer"
"smooth muscle cell_Skin",0.000669612821622396,"Bile Duct Cancer"
"plasma cell_Liver",0.000666169252413935,"Bile Duct Cancer"
"naive B cell_Spleen",0.000640329329410781,"Bile Duct Cancer"
"T cell_Fat",0.000638034255971552,"Bile Duct Cancer"
"endothelial cell_Kidney",0.000631152840464266,"Bile Duct Cancer"
"enterocyte_Large Intestine",0.00060625151936253,"Bile Duct Cancer"
"CD8 positive alpha beta T cell_Muscle",0.000599348092441746,"Bile Duct Cancer"
"macrophage_Heart",0.000587409534397632,"Bile Duct Cancer"
"unknown_Heart",0.000575406723449911,"Bile Duct Cancer"
"muscle cell_Skin",0.000573672997204739,"Bile Duct Cancer"
"luminal epithelial cell of mammary gland_Mammary",0.000566629404607397,"Bile Duct Cancer"
"plasma cell_Skin",0.000545822481061977,"Bile Duct Cancer"
"plasmacytoid dendritic cell_Bladder",0.000544468324139877,"Bile Duct Cancer"
"myeloid cell_Pancreas",0.000541365683000201,"Bile Duct Cancer"
"plasmacytoid dendritic cell_Lymph Node",0.000526228250192681,"Bile Duct Cancer"
"CD4 positive alpha beta memory T cell_Skin",0.00052535361685682,"Bile Duct Cancer"
"B cell_Kidney",0.000517753367509539,"Bile Duct Cancer"
"acinar cell of salivary gland_Salivary Gland",0.000516578720319612,"Bile Duct Cancer"
"type I NK T cell_Lymph Node",0.000508856748987125,"Bile Duct Cancer"
"CD8 positive alpha beta T cell_Lung",0.000500815345243689,"Bile Duct Cancer"
"B cell_Vasculature",0.000495837986616168,"Bile Duct Cancer"
"B cell_Lung",0.000478571716757928,"Bile Duct Cancer"
"neutrophil_Bone Marrow",0.000477904794054762,"Bile Duct Cancer"
"endothelial cell of artery_Lung",0.000474081744582311,"Bile Duct Cancer"
"myofibroblast cell_Lung",0.000463515328368816,"Bile Duct Cancer"
"serous cell of epithelium of bronchus_Lung",0.000449865504506658,"Bile Duct Cancer"
"basal cell of prostate epithelium_Prostate",0.000427924383369131,"Bile Duct Cancer"
"CD8 positive alpha beta cytokine secreting effector T cell_Blood",0.000417391387642997,"Bile Duct Cancer"
"mast cell_Skin",0.000417129107943535,"Bile Duct Cancer"
"vein endothelial cell_Bladder",0.000417035168442591,"Bile Duct Cancer"
"intestinal enteroendocrine cell_Small Intestine",0.000407082124127539,"Bile Duct Cancer"
"T cell_Salivary Gland",0.000354285388313737,"Bile Duct Cancer"
"double positive alpha beta thymocyte_Trachea",0.000343928658767667,"Bile Duct Cancer"
"plasmacytoid dendritic cell_Blood",0.000321610004471804,"Bile Duct Cancer"
"CD8 positive alpha beta T cell_Large Intestine",0.000317894599719183,"Bile Duct Cancer"
"vascular associated smooth muscle cell_Lung",0.00030481466883938,"Bile Duct Cancer"
"myoepithelial cell_Salivary Gland",0.000302719360008856,"Bile Duct Cancer"
"pulmonary ionocyte_Lung",0.000269171740147711,"Bile Duct Cancer"
"macrophage_Spleen",0.000267932641259888,"Bile Duct Cancer"
"fibroblast_Fat",0.00024040830689938,"Bile Duct Cancer"
"epithelial cell of lacrimal sac_Eye",0.000224649366248893,"Bile Duct Cancer"
"classical monocyte_Lymph Node",0.000220516873452157,"Bile Duct Cancer"
"CD8 positive alpha beta cytotoxic T cell_Skin",0.000216153226420561,"Bile Duct Cancer"
"paneth cell of epithelium of small intestine_Small Intestine",0.000209902180453688,"Bile Duct Cancer"
"lung microvascular endothelial cell_Lung",0.000202473552617168,"Bile Duct Cancer"
"memory B cell_Skin",0.000201402199009864,"Bile Duct Cancer"
"type II pneumocyte_Lung",0.000194895577260448,"Bile Duct Cancer"
"basal cell_Salivary Gland",0.000190041448693664,"Bile Duct Cancer"
"intermediate monocyte_Lymph Node",0.000162953866603401,"Bile Duct Cancer"
"keratinocyte_Tongue",0.00015044726935007,"Bile Duct Cancer"
"fibroblast of breast_Mammary",0.000149529736192472,"Bile Duct Cancer"
"mast cell_Muscle",0.000145536879791349,"Bile Duct Cancer"
"retinal blood vessel endothelial cell_Eye",0.000136042932057288,"Bile Duct Cancer"
"B cell_Bladder",0.000122883019163309,"Bile Duct Cancer"
"plasma cell_Salivary Gland",0.000122664122570909,"Bile Duct Cancer"
"DN4 thymocyte_Thymus",0.000116809285599782,"Bile Duct Cancer"
"liver dendritic cell_Liver",0.000115823468477039,"Bile Duct Cancer"
"conjunctival epithelial cell_Eye",0.000107416361622691,"Bile Duct Cancer"
"stromal cell_Eye",9.92267458612917e-05,"Bile Duct Cancer"
"monocyte_Blood",9.73836307016529e-05,"Bile Duct Cancer"
"eye photoreceptor cell_Eye",5.01298058059764e-05,"Bile Duct Cancer"
"fibroblast_Small Intestine",4.32989881180584e-05,"Bile Duct Cancer"
"vascular associated smooth muscle cell_Thymus",3.98191564553727e-05,"Bile Duct Cancer"
"CD4 positive alpha beta memory T cell_Spleen",3.52975144768707e-05,"Bile Duct Cancer"
"vein endothelial cell_Lung",3.23022184480168e-05,"Bile Duct Cancer"
"T cell_Eye",2.27741617835963e-05,"Bile Duct Cancer"
"leukocyte_Tongue",1.22670440389737e-05,"Bile Duct Cancer"
"duct epithelial cell_Salivary Gland",4.9496994680986e-06,"Bile Duct Cancer"
"endothelial cell of artery_Thymus",-1.18526547622746e-05,"Bile Duct Cancer"
