"Feature","AvgWeight","CancerType"
"plasma cell_Bone Marrow",0.0114178247864426,"Lung Cancer"
"endothelial cell_Liver",0.00935566770760016,"Lung Cancer"
"plasma cell_Fat",0.0089046641386994,"Lung Cancer"
"mature NK T cell_Liver",0.00823077163398276,"Lung Cancer"
"plasma cell_Liver",0.00780590214259024,"Lung Cancer"
"innate lymphoid cell_Lymph Node",0.00745591034501611,"Lung Cancer"
"memory B cell_Skin",0.00744440667762561,"Lung Cancer"
"macrophage_Blood",0.00738143246344085,"Lung Cancer"
"monocyte_Liver",0.00735934165565502,"Lung Cancer"
"dendritic cell_Thymus",0.00710369973678839,"Lung Cancer"
"CD4 positive alpha beta T cell_Lung",0.00681553286735132,"Lung Cancer"
"intestinal tuft cell_Small Intestine",0.00669835260680169,"Lung Cancer"
"mature NK T cell_Fat",0.00659877739060357,"Lung Cancer"
"endothelial cell of lymphatic vessel_Vasculature",0.00657400814779436,"Lung Cancer"
"erythrocyte_Lymph Node",0.00651783472878834,"Lung Cancer"
"B cell_Small Intestine",0.00649745479656996,"Lung Cancer"
"leukocyte_Fat",0.00649374762866416,"Lung Cancer"
"hepatocyte_Liver",0.00630425598296511,"Lung Cancer"
"T cell_Uterus",0.00623591580622127,"Lung Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Lymph Node",0.00617316711142905,"Lung Cancer"
"endothelial cell_Eye",0.00609749063801839,"Lung Cancer"
"kidney epithelial cell_Kidney",0.00605691828284043,"Lung Cancer"
"plasma cell_Small Intestine",0.00580515733786586,"Lung Cancer"
"T cell_Eye",0.00569113157580751,"Lung Cancer"
"B cell_Vasculature",0.00556723517346449,"Lung Cancer"
"monocyte_Small Intestine",0.00543712170321107,"Lung Cancer"
"CD1c positive myeloid dendritic cell_Lymph Node",0.00536944701801051,"Lung Cancer"
"myeloid dendritic cell_Thymus",0.00534517964397386,"Lung Cancer"
"neutrophil_Spleen",0.0053347725033691,"Lung Cancer"
"mesothelial cell_Muscle",0.00526901406665927,"Lung Cancer"
"mature NK T cell_Lung",0.00513680232969335,"Lung Cancer"
"epithelial cell_Skin",0.00512851353300465,"Lung Cancer"
"naive B cell_Skin",0.00510213209539355,"Lung Cancer"
"T cell_Fat",0.00505860901697237,"Lung Cancer"
"fibroblast_Fat",0.00504329984909575,"Lung Cancer"
"monocyte_Salivary Gland",0.00499091339348055,"Lung Cancer"
"basophil_Blood",0.0048022776603166,"Lung Cancer"
"CD8 positive alpha beta T cell_Spleen",0.00474091119039395,"Lung Cancer"
"macrophage_Thymus",0.00469549037016841,"Lung Cancer"
"leukocyte_Tongue",0.0046902563673848,"Lung Cancer"
"unknown_Heart",0.0046782501991576,"Lung Cancer"
"Schwann cell_Tongue",0.00459163881405211,"Lung Cancer"
"capillary endothelial cell_Muscle",0.00457518317831622,"Lung Cancer"
"CD4 positive alpha beta T cell_Bone Marrow",0.00453606493250782,"Lung Cancer"
"CD8 positive alpha beta T cell_Large Intestine",0.00452885610247206,"Lung Cancer"
"neutrophil_Liver",0.004508151058789,"Lung Cancer"
"fibroblast of cardiac tissue_Heart",0.00441956528630243,"Lung Cancer"
"plasmacytoid dendritic cell_Lymph Node",0.00441376164873887,"Lung Cancer"
"neutrophil_Prostate",0.00439028633763553,"Lung Cancer"
"tongue muscle cell_Tongue",0.00435122767744313,"Lung Cancer"
"Mueller cell_Eye",0.0042916248214819,"Lung Cancer"
"memory B cell_Spleen",0.00429134715273377,"Lung Cancer"
"mesothelial cell_Thymus",0.00425378565671065,"Lung Cancer"
"mature NK T cell_Kidney",0.00414548601616156,"Lung Cancer"
"dendritic cell_Eye",0.00409762744248668,"Lung Cancer"
"transit amplifying cell of small intestine_Small Intestine",0.00401553025210232,"Lung Cancer"
"macrophage_Prostate",0.00400959054829409,"Lung Cancer"
"B cell_Lung",0.00400468127142983,"Lung Cancer"
"CD8 positive alpha beta memory T cell_Lymph Node",0.00385031633498802,"Lung Cancer"
"endothelial cell_Uterus",0.00379916938510805,"Lung Cancer"
"innate lymphoid cell_Spleen",0.00379503795902841,"Lung Cancer"
"epithelial cell_Prostate",0.00373755320101672,"Lung Cancer"
"luminal cell of prostate epithelium_Prostate",0.00366860369502036,"Lung Cancer"
"CD4 positive alpha beta memory T cell_Spleen",0.00365980453970784,"Lung Cancer"
"epithelial cell_Vasculature",0.00354267063242233,"Lung Cancer"
"vascular associated smooth muscle cell_Uterus",0.0035214974670529,"Lung Cancer"
"intestinal tuft cell_Large Intestine",0.00348054936049839,"Lung Cancer"
"gut endothelial cell_Large Intestine",0.00340706323894111,"Lung Cancer"
"CD141 positive myeloid dendritic cell_Blood",0.00329345741483147,"Lung Cancer"
"CD4 positive alpha beta T cell_Blood",0.00328315988143206,"Lung Cancer"
"mature NK T cell_Skin",0.00326102396124361,"Lung Cancer"
"ciliated cell_Trachea",0.00324756044477969,"Lung Cancer"
"endothelial cell of artery_Muscle",0.00323833441672285,"Lung Cancer"
"smooth muscle cell_Lung",0.00314953831086192,"Lung Cancer"
"pancreatic A cell_Pancreas",0.00311114063448097,"Lung Cancer"
"mast cell_Pancreas",0.00310688351750361,"Lung Cancer"
"endothelial cell_Kidney",0.00295342412842564,"Lung Cancer"
"fibroblast_Eye",0.00288643355819836,"Lung Cancer"
"fibroblast_Uterus",0.00287821667679004,"Lung Cancer"
"classical monocyte_Spleen",0.00281977639406987,"Lung Cancer"
"macrophage_Liver",0.00271905545629574,"Lung Cancer"
"hematopoietic stem cell_Lymph Node",0.00271217751684872,"Lung Cancer"
"CD1c positive myeloid dendritic cell_Skin",0.00270202347382682,"Lung Cancer"
"fibroblast_Liver",0.00265762915675932,"Lung Cancer"
"vein endothelial cell_Tongue",0.00265239743999795,"Lung Cancer"
"endothelial cell of lymphatic vessel_Muscle",0.00263133029727035,"Lung Cancer"
"CD8 positive alpha beta T cell_Bone Marrow",0.00262558729641649,"Lung Cancer"
"CD4 positive alpha beta memory T cell_Skin",0.00260980413787669,"Lung Cancer"
"basal cell of prostate epithelium_Prostate",0.00258573596993484,"Lung Cancer"
"mature NK T cell_Lymph Node",0.00256913278921422,"Lung Cancer"
"macrophage_Kidney",0.00256740850016545,"Lung Cancer"
"effector CD4 positive alpha beta T cell_Lymph Node",0.00245961391440451,"Lung Cancer"
"pancreatic stellate cell_Pancreas",0.00242083114485853,"Lung Cancer"
"endothelial cell_Pancreas",0.00239785915414278,"Lung Cancer"
"platelet_Blood",0.00239320353889471,"Lung Cancer"
"plasmacytoid dendritic cell_Lung",0.00238940799639804,"Lung Cancer"
"enterocyte_Large Intestine",0.00238302358313729,"Lung Cancer"
"CD141 positive myeloid dendritic cell_Lymph Node",0.00237875925384427,"Lung Cancer"
"goblet cell_Large Intestine",0.00234696204604477,"Lung Cancer"
"B cell_Mammary",0.00234078969519853,"Lung Cancer"
"T cell_Trachea",0.00233375039081372,"Lung Cancer"
"neutrophil_Lung",0.00223600328003805,"Lung Cancer"
"B cell_Trachea",0.00221180738682701,"Lung Cancer"
"erythrocyte_Vasculature",0.0022052968445589,"Lung Cancer"
"goblet cell_Trachea",0.00216944528318147,"Lung Cancer"
"vein endothelial cell_Mammary",0.00215799864470404,"Lung Cancer"
"intermediate monocyte_Lymph Node",0.00208518407962335,"Lung Cancer"
"hematopoietic stem cell_Spleen",0.00204978023923153,"Lung Cancer"
"mast cell_Skin",0.00203623688177259,"Lung Cancer"
"non classical monocyte_Lung",0.00202980924872014,"Lung Cancer"
"plasma cell_Skin",0.00200940973706368,"Lung Cancer"
"hematopoietic stem cell_Bone Marrow",0.00197364445581658,"Lung Cancer"
"basal cell_Lung",0.00195434246184346,"Lung Cancer"
"fibroblast_Prostate",0.0019290073018635,"Lung Cancer"
"basophil_Lung",0.00192539605455986,"Lung Cancer"
"T cell_Liver",0.00192300503500377,"Lung Cancer"
"adventitial cell_Lung",0.00192278123008292,"Lung Cancer"
"mesenchymal stem cell_Muscle",0.00187474045802506,"Lung Cancer"
"endothelial cell of artery_Thymus",0.00186072763649904,"Lung Cancer"
"CD4 positive helper T cell_Kidney",0.00185656249752883,"Lung Cancer"
"plasmacytoid dendritic cell_Bladder",0.00180748633486887,"Lung Cancer"
"lung microvascular endothelial cell_Lung",0.00180608841802883,"Lung Cancer"
"macrophage_Spleen",0.0017740723884623,"Lung Cancer"
"effector CD8 positive alpha beta T cell_Lymph Node",0.00174967687705023,"Lung Cancer"
"cardiac endothelial cell_Heart",0.00173439275802738,"Lung Cancer"
"myometrial cell_Uterus",0.00172179784532409,"Lung Cancer"
"memory B cell_Bone Marrow",0.00165137431245144,"Lung Cancer"
"connective tissue cell_Trachea",0.00163220349981199,"Lung Cancer"
"myofibroblast cell_Bladder",0.00163213146810572,"Lung Cancer"
"pericyte_Uterus",0.00161529489205384,"Lung Cancer"
"serous cell of epithelium of bronchus_Lung",0.00160640425099199,"Lung Cancer"
"type I NK T cell_Blood",0.00160349254230953,"Lung Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Skin",0.00159488067380778,"Lung Cancer"
"CD4 positive alpha beta memory T cell_Blood",0.00158309071340039,"Lung Cancer"
"endothelial cell_Salivary Gland",0.00157086794238909,"Lung Cancer"
"common myeloid progenitor_Bone Marrow",0.00155753053988813,"Lung Cancer"
"mature NK T cell_Blood",0.0015362409716724,"Lung Cancer"
"mast cell_Large Intestine",0.0014759437274416,"Lung Cancer"
"naive B cell_Bone Marrow",0.00144018233652041,"Lung Cancer"
"enterocyte of epithelium of small intestine_Small Intestine",0.00143785923079559,"Lung Cancer"
"granulocyte_Bone Marrow",0.00143488119825696,"Lung Cancer"
"B cell_Lymph Node",0.00138604020623492,"Lung Cancer"
"CD4 positive alpha beta memory T cell_Lymph Node",0.00137721682389113,"Lung Cancer"
"type I NK T cell_Spleen",0.00136662689294877,"Lung Cancer"
"myeloid cell_Prostate",0.00134703237843595,"Lung Cancer"
"macrophage_Lung",0.00130959401204338,"Lung Cancer"
"CD141 positive myeloid dendritic cell_Spleen",0.00130917462621775,"Lung Cancer"
"CD8 positive alpha beta cytokine secreting effector T cell_Blood",0.00130655539648855,"Lung Cancer"
"plasma cell_Pancreas",0.00130588484666426,"Lung Cancer"
"naive B cell_Spleen",0.00129698046118889,"Lung Cancer"
"smooth muscle cell_Prostate",0.0012917264520894,"Lung Cancer"
"endothelial cell_Prostate",0.00129146609683943,"Lung Cancer"
"retinal pigment epithelial cell_Eye",0.00128070023788043,"Lung Cancer"
"erythrocyte_Thymus",0.00127805722515902,"Lung Cancer"
"granulocyte_Blood",0.00125423173720458,"Lung Cancer"
"CD8 positive alpha beta memory T cell_Spleen",0.00120075270507161,"Lung Cancer"
"B cell_Thymus",0.00117319585633683,"Lung Cancer"
"ciliated epithelial cell_Uterus",0.00116987666606203,"Lung Cancer"
"endothelial cell_Fat",0.00116735900251038,"Lung Cancer"
"fibroblast_Large Intestine",0.00115192140133698,"Lung Cancer"
"pericyte_Lung",0.00114535915275591,"Lung Cancer"
"T cell_Mammary",0.00113212403338467,"Lung Cancer"
"serous cell of epithelium of trachea_Trachea",0.00109995204353382,"Lung Cancer"
"CD8 positive alpha beta T cell_Lung",0.00108421826237678,"Lung Cancer"
"regulatory T cell_Lymph Node",0.00107286536243659,"Lung Cancer"
"capillary endothelial cell_Lung",0.00106466014743072,"Lung Cancer"
"pulmonary ionocyte_Lung",0.00105468857885783,"Lung Cancer"
"stromal cell_Skin",0.00102443320491358,"Lung Cancer"
"classical monocyte_Lymph Node",0.00102098471748386,"Lung Cancer"
"vein endothelial cell_Lung",0.00101118284418223,"Lung Cancer"
"tracheal goblet cell_Trachea",0.00098803328062401,"Lung Cancer"
"liver dendritic cell_Liver",0.000973120772552907,"Lung Cancer"
"pancreatic D cell_Pancreas",0.000951844623714297,"Lung Cancer"
"type II pneumocyte_Lung",0.000941363344722965,"Lung Cancer"
"immature natural killer cell_Thymus",0.000939579098431005,"Lung Cancer"
"paneth cell of colon_Large Intestine",0.000897520756403416,"Lung Cancer"
"CD8 positive alpha beta T cell_Thymus",0.000895907490242282,"Lung Cancer"
"retinal blood vessel endothelial cell_Eye",0.000864486276362706,"Lung Cancer"
"naive B cell_Lymph Node",0.000860089424380584,"Lung Cancer"
"B cell_Salivary Gland",0.000854073646617894,"Lung Cancer"
"CD8 positive alpha beta T cell_Small Intestine",0.000842315939826109,"Lung Cancer"
"intestinal crypt stem cell_Small Intestine",0.00082325958354747,"Lung Cancer"
"B cell_Pancreas",0.000809278028219823,"Lung Cancer"
"CD4 positive alpha beta T cell_Muscle",0.00080222071890368,"Lung Cancer"
"pancreatic acinar cell_Pancreas",0.000783671469626881,"Lung Cancer"
"plasma cell_Lymph Node",0.000783601423055382,"Lung Cancer"
"vascular associated smooth muscle cell_Lung",0.00078019046251484,"Lung Cancer"
"platelet_Spleen",0.000778231917217803,"Lung Cancer"
"naive B cell_Thymus",0.000719674801870141,"Lung Cancer"
"pericyte_Bladder",0.000706695474418718,"Lung Cancer"
"mesothelial cell_Lung",0.000660801535315412,"Lung Cancer"
"skeletal muscle satellite stem cell_Muscle",0.000656667643419433,"Lung Cancer"
"memory B cell_Blood",0.000645033008726287,"Lung Cancer"
"erythrocyte_Liver",0.000641070343994165,"Lung Cancer"
"plasma cell_Trachea",0.000592375834251344,"Lung Cancer"
"fibroblast_Bladder",0.000583115240394576,"Lung Cancer"
"cardiac muscle cell_Heart",0.000550426324374719,"Lung Cancer"
"CD8 positive alpha beta T cell_Prostate",0.000547764750068233,"Lung Cancer"
"naive thymus derived CD8 positive alpha beta T cell_Skin",0.000477232080698794,"Lung Cancer"
"plasma cell_Salivary Gland",0.000475986136998026,"Lung Cancer"
"acinar cell of salivary gland_Salivary Gland",0.000441528300676569,"Lung Cancer"
"stromal cell_Eye",0.000429074230123202,"Lung Cancer"
"macrophage_Fat",0.0004244851562842,"Lung Cancer"
"myofibroblast cell_Lung",0.000409543187834621,"Lung Cancer"
"endothelial cell of lymphatic vessel_Uterus",0.000394887507770485,"Lung Cancer"
"gut endothelial cell_Small Intestine",0.000390276528214024,"Lung Cancer"
"endothelial cell_Lymph Node",0.000381097637727603,"Lung Cancer"
"T cell_Bladder",0.000351457817374472,"Lung Cancer"
"endothelial cell of hepatic sinusoid_Liver",0.000350308656941826,"Lung Cancer"
"plasma cell_Vasculature",0.000338644423915448,"Lung Cancer"
"macrophage_Bladder",0.000336603429658169,"Lung Cancer"
"naive B cell_Blood",0.000335340024415301,"Lung Cancer"
"type B pancreatic cell_Pancreas",0.000305557960321737,"Lung Cancer"
"keratocyte_Eye",0.000292882403066765,"Lung Cancer"
"mature NK T cell_Bone Marrow",0.000220575412601179,"Lung Cancer"
"mast cell_Fat",0.000190939766204067,"Lung Cancer"
"T cell_Muscle",0.000181443703298874,"Lung Cancer"
"stem cell_Eye",0.000174956908352073,"Lung Cancer"
"slow muscle cell_Muscle",0.000133354611799885,"Lung Cancer"
"type I pneumocyte_Lung",0.000117115329551547,"Lung Cancer"
"neutrophil_Trachea",0.000112040200016656,"Lung Cancer"
"B cell_Uterus",9.81698070029019e-05,"Lung Cancer"
"vascular associated smooth muscle cell_Thymus",3.2230743357092e-05,"Lung Cancer"
"CD4 positive helper T cell_Thymus",-1.09176138928938e-06,"Lung Cancer"
"mature NK T cell_Bladder",-2.99133613992535e-05,"Lung Cancer"
"cell of skeletal muscle_Skin",-3.56194803337422e-05,"Lung Cancer"
"fast muscle cell_Thymus",-4.98953767287889e-05,"Lung Cancer"
"T cell_Prostate",-5.40607689803094e-05,"Lung Cancer"
"fibroblast_Small Intestine",-7.40869533519674e-05,"Lung Cancer"
"DN1 thymic pro T cell_Thymus",-0.000135589227783956,"Lung Cancer"
"respiratory goblet cell_Lung",-0.000144322868492144,"Lung Cancer"
"erythrocyte_Blood",-0.000165500714624363,"Lung Cancer"
"fibroblast_Tongue",-0.000167525463393819,"Lung Cancer"
"mature NK T cell_Uterus",-0.000169304069150198,"Lung Cancer"
"endothelial cell of lymphatic vessel_Thymus",-0.000173627458385826,"Lung Cancer"
"goblet cell_Small Intestine",-0.000179111465282003,"Lung Cancer"
"club cell_Lung",-0.00018651297347425,"Lung Cancer"
"common myeloid progenitor_Blood",-0.000239820236718049,"Lung Cancer"
"monocyte_Blood",-0.000264625264446507,"Lung Cancer"
"mature NK T cell_Salivary Gland",-0.000273301733252303,"Lung Cancer"
"basal cell_Mammary",-0.000305822847628517,"Lung Cancer"
"lung ciliated cell_Lung",-0.00032095376923961,"Lung Cancer"
"intermediate monocyte_Spleen",-0.000329591615979108,"Lung Cancer"
"mesenchymal stem cell_Fat",-0.000346767851209224,"Lung Cancer"
"mast cell_Vasculature",-0.000353791177302753,"Lung Cancer"
"CD8 positive alpha beta T cell_Blood",-0.000361425113080165,"Lung Cancer"
"naive thymus derived CD8 positive alpha beta T cell_Spleen",-0.000369473829262552,"Lung Cancer"
"mature NK T cell_Pancreas",-0.000386199694092373,"Lung Cancer"
"regulatory T cell_Spleen",-0.000387522836173748,"Lung Cancer"
"duodenum glandular cell_Small Intestine",-0.000390545147233742,"Lung Cancer"
"naive thymus derived CD4 positive alpha beta T cell_Blood",-0.000390807841900448,"Lung Cancer"
"endothelial cell of artery_Vasculature",-0.000393078897176135,"Lung Cancer"
"capillary endothelial cell_Bladder",-0.000394027443965102,"Lung Cancer"
"bronchial smooth muscle cell_Lung",-0.000399058543188147,"Lung Cancer"
"small intestine goblet cell_Small Intestine",-0.000424723131096338,"Lung Cancer"
"dendritic cell_Lung",-0.000435305892691747,"Lung Cancer"
"intrahepatic cholangiocyte_Liver",-0.000436817280310715,"Lung Cancer"
"tendon cell_Muscle",-0.000446397271737703,"Lung Cancer"
"pericyte_Mammary",-0.000489548750240688,"Lung Cancer"
"fibroblast_Vasculature",-0.000518982345142722,"Lung Cancer"
"plasma cell_Bladder",-0.000531778167945703,"Lung Cancer"
"epithelial cell of lacrimal sac_Eye",-0.000564055929656467,"Lung Cancer"
"keratinocyte_Tongue",-0.000570627614955188,"Lung Cancer"
"macrophage_Heart",-0.000579960239766381,"Lung Cancer"
"blood vessel endothelial cell_Lung",-0.000628697201284426,"Lung Cancer"
"fibroblast_Lung",-0.000654052176042492,"Lung Cancer"
"neutrophil_Small Intestine",-0.000683788454269649,"Lung Cancer"
"erythrocyte_Spleen",-0.000706498307861688,"Lung Cancer"
"mast cell_Bladder",-0.000736368901538065,"Lung Cancer"
"pericyte_Muscle",-0.000740807127042666,"Lung Cancer"
"CD8 positive alpha beta cytotoxic T cell_Skin",-0.000759388211631638,"Lung Cancer"
"T cell_Lymph Node",-0.000761626493673712,"Lung Cancer"
"memory B cell_Salivary Gland",-0.000772039000780176,"Lung Cancer"
"melanocyte_Eye",-0.000809068504698769,"Lung Cancer"
"corneal epithelial cell_Eye",-0.00081309941071704,"Lung Cancer"
"microglial cell_Eye",-0.000842829759611713,"Lung Cancer"
"fibroblast_Thymus",-0.00086846331586493,"Lung Cancer"
"B cell_Kidney",-0.000906149958100252,"Lung Cancer"
"enterocyte of epithelium of large intestine_Large Intestine",-0.00092216610745435,"Lung Cancer"
"secretory cell_Trachea",-0.000926926643671953,"Lung Cancer"
"ionocyte_Trachea",-0.000972196974204142,"Lung Cancer"
"ionocyte_Salivary Gland",-0.000972487192898396,"Lung Cancer"
"club cell_Prostate",-0.000981895973693096,"Lung Cancer"
"CD8 positive alpha beta T cell_Salivary Gland",-0.000995859057607445,"Lung Cancer"
"bladder urothelial cell_Bladder",-0.00100165656649186,"Lung Cancer"
"endothelial cell of vascular tree_Muscle",-0.00100428755559126,"Lung Cancer"
"innate lymphoid cell_Thymus",-0.00100651093336253,"Lung Cancer"
"basal cell_Salivary Gland",-0.00101043371579576,"Lung Cancer"
"macrophage_Uterus",-0.0010845350296713,"Lung Cancer"
"smooth muscle cell_Vasculature",-0.00108519984559453,"Lung Cancer"
"smooth muscle cell_Fat",-0.00111331436270195,"Lung Cancer"
"endothelial cell_Spleen",-0.00113184248819466,"Lung Cancer"
"duct epithelial cell_Salivary Gland",-0.0011516718156675,"Lung Cancer"
"mature NK T cell_Spleen",-0.00115306428299609,"Lung Cancer"
"smooth muscle cell_Trachea",-0.00115835523825601,"Lung Cancer"
"macrophage_Salivary Gland",-0.00118639738527575,"Lung Cancer"
"mast cell_Eye",-0.00124988017366005,"Lung Cancer"
"capillary endothelial cell_Thymus",-0.00126486068555919,"Lung Cancer"
"mature NK T cell_Mammary",-0.00126677828117543,"Lung Cancer"
"macrophage_Mammary",-0.00126993225977546,"Lung Cancer"
"mast cell_Trachea",-0.00132610858634072,"Lung Cancer"
"type I NK T cell_Lymph Node",-0.00133116401739516,"Lung Cancer"
"intestinal enteroendocrine cell_Small Intestine",-0.0013374125644395,"Lung Cancer"
"retinal ganglion cell_Eye",-0.00135856901934538,"Lung Cancer"
"plasma cell_Large Intestine",-0.00136029074630531,"Lung Cancer"
"effector CD4 positive alpha beta T cell_Lung",-0.0013651339753415,"Lung Cancer"
"neutrophil_Lymph Node",-0.00137094166065518,"Lung Cancer"
"mast cell_Mammary",-0.00137560232338954,"Lung Cancer"
"CD4 positive helper T cell_Skin",-0.00139044280372329,"Lung Cancer"
"hematopoietic stem cell_Blood",-0.00140890503290935,"Lung Cancer"
"epithelial cell_Tongue",-0.0014852853371501,"Lung Cancer"
"intestinal crypt stem cell of small intestine_Small Intestine",-0.00149014969643208,"Lung Cancer"
"T cell_Skin",-0.00149177822533545,"Lung Cancer"
"CD4 positive alpha beta T cell_Eye",-0.0015388688952713,"Lung Cancer"
"CD1c positive myeloid dendritic cell_Spleen",-0.00154973088386633,"Lung Cancer"
"monocyte_Large Intestine",-0.00155156955334186,"Lung Cancer"
"memory B cell_Lymph Node",-0.00162370780591265,"Lung Cancer"
"neutrophil_Blood",-0.00168521582739339,"Lung Cancer"
"myofibroblast cell_Fat",-0.00170154036056279,"Lung Cancer"
"plasma cell_Eye",-0.00172260079951159,"Lung Cancer"
"paneth cell of epithelium of small intestine_Small Intestine",-0.00173152487288476,"Lung Cancer"
"pancreatic ductal cell_Pancreas",-0.00173643288902402,"Lung Cancer"
"classical monocyte_Lung",-0.00175284325068363,"Lung Cancer"
"enterocyte_Small Intestine",-0.0017638308525841,"Lung Cancer"
"mature NK T cell_Prostate",-0.00176474469640462,"Lung Cancer"
"large intestine goblet cell_Large Intestine",-0.00179495184943063,"Lung Cancer"
"pericyte_Vasculature",-0.00179842931490665,"Lung Cancer"
"Langerhans cell_Skin",-0.00180702581969336,"Lung Cancer"
"mature conventional dendritic cell_Lymph Node",-0.00181282261920808,"Lung Cancer"
"plasmacytoid dendritic cell_Spleen",-0.00192340933461726,"Lung Cancer"
"surface ectodermal cell_Eye",-0.00196649829918363,"Lung Cancer"
"monocyte_Thymus",-0.00200377045221157,"Lung Cancer"
"T cell_Blood",-0.00202422070671043,"Lung Cancer"
"erythrocyte_Muscle",-0.00204931348574065,"Lung Cancer"
"fibroblast_Salivary Gland",-0.00207772428864524,"Lung Cancer"
"myeloid cell_Pancreas",-0.00214601263189658,"Lung Cancer"
"capillary endothelial cell_Tongue",-0.00219055635097251,"Lung Cancer"
"medullary thymic epithelial cell_Thymus",-0.00219079704819514,"Lung Cancer"
"CD8 positive alpha beta T cell_Kidney",-0.00219314784646999,"Lung Cancer"
"B cell_Large Intestine",-0.00220443130623713,"Lung Cancer"
"CD8 positive alpha beta T cell_Eye",-0.00231109383728575,"Lung Cancer"
"luminal epithelial cell of mammary gland_Mammary",-0.00233610506053881,"Lung Cancer"
"endothelial cell of lymphatic vessel_Mammary",-0.0024126297881676,"Lung Cancer"
"pancreatic PP cell_Pancreas",-0.00244005692994943,"Lung Cancer"
"neutrophil_Large Intestine",-0.00244283986842492,"Lung Cancer"
"endothelial cell of lymphatic vessel_Bladder",-0.0024579893257638,"Lung Cancer"
"neutrophil_Fat",-0.0024700421538753,"Lung Cancer"
"retinal bipolar neuron_Eye",-0.00254630559906292,"Lung Cancer"
"pigmented ciliary epithelial cell_Eye",-0.00254760787877917,"Lung Cancer"
"macrophage_Muscle",-0.00262249917674898,"Lung Cancer"
"smooth muscle cell_Bladder",-0.00262715497736204,"Lung Cancer"
"endothelial cell of lymphatic vessel_Salivary Gland",-0.00263801278436326,"Lung Cancer"
"macrophage_Vasculature",-0.00271399611577874,"Lung Cancer"
"neutrophil_Bone Marrow",-0.00272597817173143,"Lung Cancer"
"transit amplifying cell of colon_Large Intestine",-0.00273935218437719,"Lung Cancer"
"classical monocyte_Blood",-0.00274311900600668,"Lung Cancer"
"basal cell_Tongue",-0.00276831128321821,"Lung Cancer"
"CD8 positive alpha beta memory T cell_Skin",-0.00279641978031585,"Lung Cancer"
"plasma cell_Spleen",-0.00281780882519378,"Lung Cancer"
"CD4 positive alpha beta T cell_Trachea",-0.0028458513505364,"Lung Cancer"
"intestinal crypt stem cell_Large Intestine",-0.00290368670764969,"Lung Cancer"
"retina horizontal cell_Eye",-0.00294861711364933,"Lung Cancer"
"macrophage_Skin",-0.00295215745004645,"Lung Cancer"
"conjunctival epithelial cell_Eye",-0.00298675834904978,"Lung Cancer"
"T cell_Salivary Gland",-0.00299655391074183,"Lung Cancer"
"mature NK T cell_Muscle",-0.00299813609063498,"Lung Cancer"
"CD8 positive alpha beta T cell_Trachea",-0.00305425817842656,"Lung Cancer"
"B cell_Bladder",-0.00305967324483408,"Lung Cancer"
"pericyte_Tongue",-0.00310069889535896,"Lung Cancer"
"DN3 thymocyte_Thymus",-0.00312212488379503,"Lung Cancer"
"mature NK T cell_Thymus",-0.00315029738784949,"Lung Cancer"
"intestinal crypt stem cell of large intestine_Large Intestine",-0.00315084786819701,"Lung Cancer"
"CD8 positive alpha beta T cell_Muscle",-0.00321694538467785,"Lung Cancer"
"smooth muscle cell_Heart",-0.00321823520684276,"Lung Cancer"
"memory B cell_Thymus",-0.00324167216233734,"Lung Cancer"
"endothelial cell_Trachea",-0.00325893164297364,"Lung Cancer"
"plasma cell_Lung",-0.00351563283022151,"Lung Cancer"
"naive B cell_Salivary Gland",-0.0035409110476511,"Lung Cancer"
"non classical monocyte_Blood",-0.00360357905262042,"Lung Cancer"
"stromal cell_Lymph Node",-0.00364540263693253,"Lung Cancer"
"effector CD8 positive alpha beta T cell_Lung",-0.003653853304041,"Lung Cancer"
"vein endothelial cell_Thymus",-0.00380974051227889,"Lung Cancer"
"fibroblast of breast_Mammary",-0.00381468532746919,"Lung Cancer"
"CD4 positive helper T cell_Salivary Gland",-0.00394138260995421,"Lung Cancer"
"plasmacytoid dendritic cell_Blood",-0.00401233298561608,"Lung Cancer"
"smooth muscle cell_Muscle",-0.0040153827495341,"Lung Cancer"
"intestinal enteroendocrine cell_Large Intestine",-0.00403803522272722,"Lung Cancer"
"fibroblast_Trachea",-0.00404761638100334,"Lung Cancer"
"adipocyte_Eye",-0.00405306074420205,"Lung Cancer"
"endothelial cell_Skin",-0.00406385755189044,"Lung Cancer"
"double positive alpha beta thymocyte_Trachea",-0.00408335130985973,"Lung Cancer"
"erythroid progenitor cell_Prostate",-0.00413261381107957,"Lung Cancer"
"mucus secreting cell_Trachea",-0.00416501554315306,"Lung Cancer"
"monocyte_Eye",-0.00417868223946055,"Lung Cancer"
"mast cell_Thymus",-0.00419301419154893,"Lung Cancer"
"thymocyte_Thymus",-0.00421009176703753,"Lung Cancer"
"fibroblast_Pancreas",-0.00431141232271685,"Lung Cancer"
"endothelial cell of lymphatic vessel_Tongue",-0.00432743674937055,"Lung Cancer"
"endothelial cell of lymphatic vessel_Lung",-0.00436846827232873,"Lung Cancer"
"myoepithelial cell_Salivary Gland",-0.004370156961138,"Lung Cancer"
"endothelial cell of artery_Lung",-0.00438251248422153,"Lung Cancer"
"mast cell_Muscle",-0.0043907708886152,"Lung Cancer"
